"","king","value"
"1","1대 태조",0
"2","2대 정종",0
"3","3대 태종",0
"4","4대 세종",0.000623427457354879
"5","5대 문종",0
"6","6대 단종",0
"7","7대 세조",0
"8","8대 예종",0
"9","9대 성종",0
"10","10대 연산군",0.00333379852050162
"11","11대 중종",0
"12","12대 인종",0
"13","13대 명종",0
"14","14대 선조",0
"15","15대 광해군",0
"16","16대 인조",0
"17","17대 효종",0
"18","18대 현종",0
"19","19대 숙종",0.000743292891031249
"20","20대 경종",0
"21","21대 영조",0
"22","22대 정조",0
"23","23대 순조",0
"24","24대 현종",0
"25","25대 철종",0
