measureType,king_kor,king_eng,city_ID,city_kor,city_eng,city_color,score,long,lat
degree,광종,Gwangjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
degree,광종,Gwangjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
degree,경종,Gyeongjong,0,개경,Gaegyeong,#17ADF3,2.24211,126.619833,37.952269
degree,경종,Gyeongjong,1,정주,Jeongju,#70C459,0.53684,125.206375,39.68846
degree,경종,Gyeongjong,2,나주,Naju,#F31735,0.55789,126.718034,34.987771
degree,경종,Gyeongjong,3,충주,Chungju,#7117F3,0.69474,127.898682,36.985383
degree,경종,Gyeongjong,4,황주,Hwangju,#69DE82,0.78947,125.77577,38.669308
degree,경종,Gyeongjong,5,경주,Gyeongju,#F32817,0.41053,129.220572,35.833987
degree,경종,Gyeongjong,6,명주,Myeongju,#DEC069,0.08421,128.896978,37.788721
degree,경종,Gyeongjong,7,평주,Pyeongju,#69DCDE,0.30526,126.408036,38.329214
degree,경종,Gyeongjong,8,진주,Jinju,#F31764,0.34737,128.081181,35.191929
degree,경종,Gyeongjong,9,홍주,Hongju,#7E17F3,0.04211,126.654899,36.621606
degree,경종,Gyeongjong,10,합주,Hapju,#F31788,0.04211,128.10602,35.546972
degree,경종,Gyeongjong,11,광주,Gwangju,#1732F3,0.18947,127.271336,37.404627
degree,경종,Gyeongjong,12,승주,Seungju,#F31746,0.26316,127.400603,35.026826
degree,경종,Gyeongjong,13,춘주,Chunju,#DECB69,0.04211,127.754494,37.873067
degree,경종,Gyeongjong,14,동주,Dongju,#69DEC2,0.07368,126.16976,38.426495
degree,경종,Gyeongjong,15,불명,unknown,#AAACB9,0.17895,0,0
degree,경종,Gyeongjong,16,신주,Sinju,#69DEA7,0.04211,125.48408,38.357103
degree,경종,Gyeongjong,17,의성,Uiseong,#F33F17,0.09474,128.64861,36.292603
degree,경종,Gyeongjong,18,해평,Haepyeong,#F37417,0.04211,128.419557,36.239348
degree,경종,Gyeongjong,19,청주,Cheongju,#9C17F3,0.36842,127.509353,36.652229
degree,경종,Gyeongjong,20,상주,Sangju,#AD17F3,0.16842,128.166729,36.412928
degree,경종,Gyeongjong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
degree,경종,Gyeongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
degree,경종,Gyeongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
degree,경종,Gyeongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
degree,경종,Gyeongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
degree,경종,Gyeongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
degree,성종,Seongjong,0,개경,Gaegyeong,#17ADF3,2.46602,126.619833,37.952269
degree,성종,Seongjong,1,정주,Jeongju,#70C459,0.65049,125.206375,39.68846
degree,성종,Seongjong,2,나주,Naju,#F31735,0.51456,126.718034,34.987771
degree,성종,Seongjong,3,충주,Chungju,#7117F3,0.74757,127.898682,36.985383
degree,성종,Seongjong,4,황주,Hwangju,#69DE82,0.82524,125.77577,38.669308
degree,성종,Seongjong,5,경주,Gyeongju,#F32817,0.61165,129.220572,35.833987
degree,성종,Seongjong,6,명주,Myeongju,#DEC069,0.07767,128.896978,37.788721
degree,성종,Seongjong,7,평주,Pyeongju,#69DCDE,0.28155,126.408036,38.329214
degree,성종,Seongjong,8,진주,Jinju,#F31764,0.32039,128.081181,35.191929
degree,성종,Seongjong,9,홍주,Hongju,#7E17F3,0.03883,126.654899,36.621606
degree,성종,Seongjong,10,합주,Hapju,#F31788,0.03883,128.10602,35.546972
degree,성종,Seongjong,11,광주,Gwangju,#1732F3,0.17476,127.271336,37.404627
degree,성종,Seongjong,12,승주,Seungju,#F31746,0.24272,127.400603,35.026826
degree,성종,Seongjong,13,춘주,Chunju,#DECB69,0.03883,127.754494,37.873067
degree,성종,Seongjong,14,동주,Dongju,#69DEC2,0.06796,126.16976,38.426495
degree,성종,Seongjong,15,불명,unknown,#AAACB9,0.16505,0,0
degree,성종,Seongjong,16,신주,Sinju,#69DEA7,0.03883,125.48408,38.357103
degree,성종,Seongjong,17,의성,Uiseong,#F33F17,0.08738,128.64861,36.292603
degree,성종,Seongjong,18,해평,Haepyeong,#F37417,0.03883,128.419557,36.239348
degree,성종,Seongjong,19,청주,Cheongju,#9C17F3,0.33981,127.509353,36.652229
degree,성종,Seongjong,20,상주,Sangju,#AD17F3,0.15534,128.166729,36.412928
degree,성종,Seongjong,21,선산,Seonsan,#F35D17,0.15534,128.301303,36.262579
degree,성종,Seongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
degree,성종,Seongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
degree,성종,Seongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
degree,성종,Seongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
degree,성종,Seongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
degree,목종,Mokjong,0,개경,Gaegyeong,#17ADF3,2.69159,126.619833,37.952269
degree,목종,Mokjong,1,정주,Jeongju,#70C459,0.66355,125.206375,39.68846
degree,목종,Mokjong,2,나주,Naju,#F31735,0.49533,126.718034,34.987771
degree,목종,Mokjong,3,충주,Chungju,#7117F3,0.85047,127.898682,36.985383
degree,목종,Mokjong,4,황주,Hwangju,#69DE82,0.8972,125.77577,38.669308
degree,목종,Mokjong,5,경주,Gyeongju,#F32817,0.65421,129.220572,35.833987
degree,목종,Mokjong,6,명주,Myeongju,#DEC069,0.07477,128.896978,37.788721
degree,목종,Mokjong,7,평주,Pyeongju,#69DCDE,0.27103,126.408036,38.329214
degree,목종,Mokjong,8,진주,Jinju,#F31764,0.30841,128.081181,35.191929
degree,목종,Mokjong,9,홍주,Hongju,#7E17F3,0.03738,126.654899,36.621606
degree,목종,Mokjong,10,합주,Hapju,#F31788,0.03738,128.10602,35.546972
degree,목종,Mokjong,11,광주,Gwangju,#1732F3,0.16822,127.271336,37.404627
degree,목종,Mokjong,12,승주,Seungju,#F31746,0.23364,127.400603,35.026826
degree,목종,Mokjong,13,춘주,Chunju,#DECB69,0.03738,127.754494,37.873067
degree,목종,Mokjong,14,동주,Dongju,#69DEC2,0.06542,126.16976,38.426495
degree,목종,Mokjong,15,불명,unknown,#AAACB9,0.15888,0,0
degree,목종,Mokjong,16,신주,Sinju,#69DEA7,0.03738,125.48408,38.357103
degree,목종,Mokjong,17,의성,Uiseong,#F33F17,0.08411,128.64861,36.292603
degree,목종,Mokjong,18,해평,Haepyeong,#F37417,0.03738,128.419557,36.239348
degree,목종,Mokjong,19,청주,Cheongju,#9C17F3,0.3271,127.509353,36.652229
degree,목종,Mokjong,20,상주,Sangju,#AD17F3,0.14953,128.166729,36.412928
degree,목종,Mokjong,21,선산,Seonsan,#F35D17,0.14953,128.301303,36.262579
degree,목종,Mokjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
degree,목종,Mokjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
degree,목종,Mokjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
degree,목종,Mokjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
degree,목종,Mokjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
degree,현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,3.43796,126.619833,37.952269
degree,현종,Hyeonjong,1,정주,Jeongju,#70C459,0.75182,125.206375,39.68846
degree,현종,Hyeonjong,2,나주,Naju,#F31735,0.38686,126.718034,34.987771
degree,현종,Hyeonjong,3,충주,Chungju,#7117F3,0.66423,127.898682,36.985383
degree,현종,Hyeonjong,4,황주,Hwangju,#69DE82,0.9562,125.77577,38.669308
degree,현종,Hyeonjong,5,경주,Gyeongju,#F32817,0.67153,129.220572,35.833987
degree,현종,Hyeonjong,6,명주,Myeongju,#DEC069,0.05839,128.896978,37.788721
degree,현종,Hyeonjong,7,평주,Pyeongju,#69DCDE,0.21168,126.408036,38.329214
degree,현종,Hyeonjong,8,진주,Jinju,#F31764,0.24088,128.081181,35.191929
degree,현종,Hyeonjong,9,홍주,Hongju,#7E17F3,0.0292,126.654899,36.621606
degree,현종,Hyeonjong,10,합주,Hapju,#F31788,0.0292,128.10602,35.546972
degree,현종,Hyeonjong,11,광주,Gwangju,#1732F3,0.13139,127.271336,37.404627
degree,현종,Hyeonjong,12,승주,Seungju,#F31746,0.18248,127.400603,35.026826
degree,현종,Hyeonjong,13,춘주,Chunju,#DECB69,0.0292,127.754494,37.873067
degree,현종,Hyeonjong,14,동주,Dongju,#69DEC2,0.05109,126.16976,38.426495
degree,현종,Hyeonjong,15,불명,unknown,#AAACB9,0.29927,0,0
degree,현종,Hyeonjong,16,신주,Sinju,#69DEA7,0.0292,125.48408,38.357103
degree,현종,Hyeonjong,17,의성,Uiseong,#F33F17,0.06569,128.64861,36.292603
degree,현종,Hyeonjong,18,해평,Haepyeong,#F37417,0.0292,128.419557,36.239348
degree,현종,Hyeonjong,19,청주,Cheongju,#9C17F3,0.41606,127.509353,36.652229
degree,현종,Hyeonjong,20,상주,Sangju,#AD17F3,0.11679,128.166729,36.412928
degree,현종,Hyeonjong,21,선산,Seonsan,#F35D17,0.17518,128.301303,36.262579
degree,현종,Hyeonjong,22,안산,Ansan,#3517F3,0.56934,126.823336,37.315094
degree,현종,Hyeonjong,23,이천,Icheon,#4917F3,0.14599,127.42989,37.275543
degree,현종,Hyeonjong,24,서천,Seocheon,#B06ECD,0.14599,126.708324,36.085376
degree,현종,Hyeonjong,25,양주,Yangju,#A2D6E2,0.10219,127.105452,37.845503
degree,현종,Hyeonjong,26,전주,Jeonju,#DE699E,0.10219,127.145666,35.816365
closeness,태조,Taejo,0,개경,Gaegyeong,#17ADF3,0.98361,126.619833,37.952269
closeness,태조,Taejo,1,정주,Jeongju,#70C459,2.00056,125.206375,39.68846
closeness,태조,Taejo,2,나주,Naju,#F31735,2.03505,126.718034,34.987771
closeness,태조,Taejo,3,충주,Chungju,#7117F3,1.00028,127.898682,36.985383
closeness,태조,Taejo,4,황주,Hwangju,#69DE82,2.00056,125.77577,38.669308
closeness,태조,Taejo,5,경주,Gyeongju,#F32817,3.5138,129.220572,35.833987
closeness,태조,Taejo,6,명주,Myeongju,#DEC069,2.00056,128.896978,37.788721
closeness,태조,Taejo,7,평주,Pyeongju,#69DCDE,4.54903,126.408036,38.329214
closeness,태조,Taejo,8,진주,Jinju,#F31764,1.00028,128.081181,35.191929
closeness,태조,Taejo,9,홍주,Hongju,#7E17F3,1.00028,126.654899,36.621606
closeness,태조,Taejo,10,합주,Hapju,#F31788,1.00028,128.10602,35.546972
closeness,태조,Taejo,11,광주,Gwangju,#1732F3,1.50469,127.271336,37.404627
closeness,태조,Taejo,12,승주,Seungju,#F31746,1.00028,127.400603,35.026826
closeness,태조,Taejo,13,춘주,Chunju,#DECB69,1.00028,127.754494,37.873067
closeness,태조,Taejo,14,동주,Dongju,#69DEC2,1.50469,126.16976,38.426495
closeness,태조,Taejo,15,불명,unknown,#AAACB9,1.49621,0,0
closeness,태조,Taejo,16,신주,Sinju,#69DEA7,1.00028,125.48408,38.357103
closeness,태조,Taejo,17,의성,Uiseong,#F33F17,1.51324,128.64861,36.292603
closeness,태조,Taejo,18,해평,Haepyeong,#F37417,1.00028,128.419557,36.239348
closeness,태조,Taejo,19,청주,Cheongju,#9C17F3,0,127.509353,36.652229
closeness,태조,Taejo,20,상주,Sangju,#AD17F3,0,128.166729,36.412928
closeness,태조,Taejo,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
closeness,태조,Taejo,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,태조,Taejo,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,태조,Taejo,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,태조,Taejo,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,태조,Taejo,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,혜종,Hyejong,0,개경,Gaegyeong,#17ADF3,2.04868,126.619833,37.952269
closeness,혜종,Hyejong,1,정주,Jeongju,#70C459,2.00041,125.206375,39.68846
closeness,혜종,Hyejong,2,나주,Naju,#F31735,2.16379,126.718034,34.987771
closeness,혜종,Hyejong,3,충주,Chungju,#7117F3,1.0002,127.898682,36.985383
closeness,혜종,Hyejong,4,황주,Hwangju,#69DE82,2.00041,125.77577,38.669308
closeness,혜종,Hyejong,5,경주,Gyeongju,#F32817,4.0267,129.220572,35.833987
closeness,혜종,Hyejong,6,명주,Myeongju,#DEC069,2.00041,128.896978,37.788721
closeness,혜종,Hyejong,7,평주,Pyeongju,#69DCDE,4.54162,126.408036,38.329214
closeness,혜종,Hyejong,8,진주,Jinju,#F31764,2.55691,128.081181,35.191929
closeness,혜종,Hyejong,9,홍주,Hongju,#7E17F3,1.0002,126.654899,36.621606
closeness,혜종,Hyejong,10,합주,Hapju,#F31788,1.0002,128.10602,35.546972
closeness,혜종,Hyejong,11,광주,Gwangju,#1732F3,2.03807,127.271336,37.404627
closeness,혜종,Hyejong,12,승주,Seungju,#F31746,1.0002,127.400603,35.026826
closeness,혜종,Hyejong,13,춘주,Chunju,#DECB69,1.0002,127.754494,37.873067
closeness,혜종,Hyejong,14,동주,Dongju,#69DEC2,1.50396,126.16976,38.426495
closeness,혜종,Hyejong,15,불명,unknown,#AAACB9,1.49671,0,0
closeness,혜종,Hyejong,16,신주,Sinju,#69DEA7,1.0002,125.48408,38.357103
closeness,혜종,Hyejong,17,의성,Uiseong,#F33F17,1.51126,128.64861,36.292603
closeness,혜종,Hyejong,18,해평,Haepyeong,#F37417,1.0002,128.419557,36.239348
closeness,혜종,Hyejong,19,청주,Cheongju,#9C17F3,1.55671,127.509353,36.652229
closeness,혜종,Hyejong,20,상주,Sangju,#AD17F3,0,128.166729,36.412928
closeness,혜종,Hyejong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
closeness,혜종,Hyejong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,혜종,Hyejong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,혜종,Hyejong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,혜종,Hyejong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,혜종,Hyejong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,정종,Jeongjong,0,개경,Gaegyeong,#17ADF3,2.57638,126.619833,37.952269
closeness,정종,Jeongjong,1,정주,Jeongju,#70C459,2.00035,125.206375,39.68846
closeness,정종,Jeongjong,2,나주,Naju,#F31735,2.14946,126.718034,34.987771
closeness,정종,Jeongjong,3,충주,Chungju,#7117F3,1.06401,127.898682,36.985383
closeness,정종,Jeongjong,4,황주,Hwangju,#69DE82,2.00035,125.77577,38.669308
closeness,정종,Jeongjong,5,경주,Gyeongju,#F32817,4.02446,129.220572,35.833987
closeness,정종,Jeongjong,6,명주,Myeongju,#DEC069,2.00035,128.896978,37.788721
closeness,정종,Jeongjong,7,평주,Pyeongju,#69DCDE,4.53816,126.408036,38.329214
closeness,정종,Jeongjong,8,진주,Jinju,#F31764,2.55217,128.081181,35.191929
closeness,정종,Jeongjong,9,홍주,Hongju,#7E17F3,1.00017,126.654899,36.621606
closeness,정종,Jeongjong,10,합주,Hapju,#F31788,1.00017,128.10602,35.546972
closeness,정종,Jeongjong,11,광주,Gwangju,#1732F3,2.03488,127.271336,37.404627
closeness,정종,Jeongjong,12,승주,Seungju,#F31746,2.05931,127.400603,35.026826
closeness,정종,Jeongjong,13,춘주,Chunju,#DECB69,1.00017,127.754494,37.873067
closeness,정종,Jeongjong,14,동주,Dongju,#69DEC2,1.50362,126.16976,38.426495
closeness,정종,Jeongjong,15,불명,unknown,#AAACB9,1.49695,0,0
closeness,정종,Jeongjong,16,신주,Sinju,#69DEA7,1.00017,125.48408,38.357103
closeness,정종,Jeongjong,17,의성,Uiseong,#F33F17,1.51033,128.64861,36.292603
closeness,정종,Jeongjong,18,해평,Haepyeong,#F37417,1.00017,128.419557,36.239348
closeness,정종,Jeongjong,19,청주,Cheongju,#9C17F3,2.09513,127.509353,36.652229
closeness,정종,Jeongjong,20,상주,Sangju,#AD17F3,1.04185,128.166729,36.412928
closeness,정종,Jeongjong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
closeness,정종,Jeongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,정종,Jeongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,정종,Jeongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,정종,Jeongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,정종,Jeongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,광종,Gwangjong,0,개경,Gaegyeong,#17ADF3,3.11771,126.619833,37.952269
closeness,광종,Gwangjong,1,정주,Jeongju,#70C459,2.00031,125.206375,39.68846
closeness,광종,Gwangjong,2,나주,Naju,#F31735,2.15669,126.718034,34.987771
closeness,광종,Gwangjong,3,충주,Chungju,#7117F3,1.12875,127.898682,36.985383
closeness,광종,Gwangjong,4,황주,Hwangju,#69DE82,3.04288,125.77577,38.669308
closeness,광종,Gwangjong,5,경주,Gyeongju,#F32817,4.02317,129.220572,35.833987
closeness,광종,Gwangjong,6,명주,Myeongju,#DEC069,2.00031,128.896978,37.788721
closeness,광종,Gwangjong,7,평주,Pyeongju,#69DCDE,4.53616,126.408036,38.329214
closeness,광종,Gwangjong,8,진주,Jinju,#F31764,2.57715,128.081181,35.191929
closeness,광종,Gwangjong,9,홍주,Hongju,#7E17F3,1.00016,126.654899,36.621606
closeness,광종,Gwangjong,10,합주,Hapju,#F31788,1.00016,128.10602,35.546972
closeness,광종,Gwangjong,11,광주,Gwangju,#1732F3,2.03304,127.271336,37.404627
closeness,광종,Gwangjong,12,승주,Seungju,#F31746,2.05618,127.400603,35.026826
closeness,광종,Gwangjong,13,춘주,Chunju,#DECB69,1.00016,127.754494,37.873067
closeness,광종,Gwangjong,14,동주,Dongju,#69DEC2,1.50342,126.16976,38.426495
closeness,광종,Gwangjong,15,불명,unknown,#AAACB9,2.00358,0,0
closeness,광종,Gwangjong,16,신주,Sinju,#69DEA7,1.00016,125.48408,38.357103
closeness,광종,Gwangjong,17,의성,Uiseong,#F33F17,1.50979,128.64861,36.292603
closeness,광종,Gwangjong,18,해평,Haepyeong,#F37417,1.00016,128.419557,36.239348
closeness,광종,Gwangjong,19,청주,Cheongju,#9C17F3,2.09006,127.509353,36.652229
closeness,광종,Gwangjong,20,상주,Sangju,#AD17F3,1.03964,128.166729,36.412928
closeness,광종,Gwangjong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
closeness,광종,Gwangjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,광종,Gwangjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,광종,Gwangjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,광종,Gwangjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,광종,Gwangjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,경종,Gyeongjong,0,개경,Gaegyeong,#17ADF3,5.77899,126.619833,37.952269
closeness,경종,Gyeongjong,1,정주,Jeongju,#70C459,3.60585,125.206375,39.68846
closeness,경종,Gyeongjong,2,나주,Naju,#F31735,2.13112,126.718034,34.987771
closeness,경종,Gyeongjong,3,충주,Chungju,#7117F3,1.68116,127.898682,36.985383
closeness,경종,Gyeongjong,4,황주,Hwangju,#69DE82,4.1667,125.77577,38.669308
closeness,경종,Gyeongjong,5,경주,Gyeongju,#F32817,5.053,129.220572,35.833987
closeness,경종,Gyeongjong,6,명주,Myeongju,#DEC069,2.00023,128.896978,37.788721
closeness,경종,Gyeongjong,7,평주,Pyeongju,#69DCDE,4.53054,126.408036,38.329214
closeness,경종,Gyeongjong,8,진주,Jinju,#F31764,2.56495,128.081181,35.191929
closeness,경종,Gyeongjong,9,홍주,Hongju,#7E17F3,1.00011,126.654899,36.621606
closeness,경종,Gyeongjong,10,합주,Hapju,#F31788,1.00011,128.10602,35.546972
closeness,경종,Gyeongjong,11,광주,Gwangju,#1732F3,2.02789,127.271336,37.404627
closeness,경종,Gyeongjong,12,승주,Seungju,#F31746,2.04741,127.400603,35.026826
closeness,경종,Gyeongjong,13,춘주,Chunju,#DECB69,1.00011,127.754494,37.873067
closeness,경종,Gyeongjong,14,동주,Dongju,#69DEC2,1.50287,126.16976,38.426495
closeness,경종,Gyeongjong,15,불명,unknown,#AAACB9,2.51971,0,0
closeness,경종,Gyeongjong,16,신주,Sinju,#69DEA7,1.00011,125.48408,38.357103
closeness,경종,Gyeongjong,17,의성,Uiseong,#F33F17,1.50828,128.64861,36.292603
closeness,경종,Gyeongjong,18,해평,Haepyeong,#F37417,1.00011,128.419557,36.239348
closeness,경종,Gyeongjong,19,청주,Cheongju,#9C17F3,2.07588,127.509353,36.652229
closeness,경종,Gyeongjong,20,상주,Sangju,#AD17F3,1.03345,128.166729,36.412928
closeness,경종,Gyeongjong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
closeness,경종,Gyeongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,경종,Gyeongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,경종,Gyeongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,경종,Gyeongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,경종,Gyeongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,성종,Seongjong,0,개경,Gaegyeong,#17ADF3,6.83364,126.619833,37.952269
closeness,성종,Seongjong,1,정주,Jeongju,#70C459,3.6435,125.206375,39.68846
closeness,성종,Seongjong,2,나주,Naju,#F31735,2.11993,126.718034,34.987771
closeness,성종,Seongjong,3,충주,Chungju,#7117F3,2.18981,127.898682,36.985383
closeness,성종,Seongjong,4,황주,Hwangju,#69DE82,4.18369,125.77577,38.669308
closeness,성종,Seongjong,5,경주,Gyeongju,#F32817,6.59473,129.220572,35.833987
closeness,성종,Seongjong,6,명주,Myeongju,#DEC069,2.00019,128.896978,37.788721
closeness,성종,Seongjong,7,평주,Pyeongju,#69DCDE,4.52805,126.408036,38.329214
closeness,성종,Seongjong,8,진주,Jinju,#F31764,2.55957,128.081181,35.191929
closeness,성종,Seongjong,9,홍주,Hongju,#7E17F3,1.0001,126.654899,36.621606
closeness,성종,Seongjong,10,합주,Hapju,#F31788,1.0001,128.10602,35.546972
closeness,성종,Seongjong,11,광주,Gwangju,#1732F3,2.0256,127.271336,37.404627
closeness,성종,Seongjong,12,승주,Seungju,#F31746,2.04353,127.400603,35.026826
closeness,성종,Seongjong,13,춘주,Chunju,#DECB69,1.0001,127.754494,37.873067
closeness,성종,Seongjong,14,동주,Dongju,#69DEC2,1.50263,126.16976,38.426495
closeness,성종,Seongjong,15,불명,unknown,#AAACB9,2.51809,0,0
closeness,성종,Seongjong,16,신주,Sinju,#69DEA7,1.0001,125.48408,38.357103
closeness,성종,Seongjong,17,의성,Uiseong,#F33F17,1.50761,128.64861,36.292603
closeness,성종,Seongjong,18,해평,Haepyeong,#F37417,1.0001,128.419557,36.239348
closeness,성종,Seongjong,19,청주,Cheongju,#9C17F3,2.06962,127.509353,36.652229
closeness,성종,Seongjong,20,상주,Sangju,#AD17F3,1.03071,128.166729,36.412928
closeness,성종,Seongjong,21,선산,Seonsan,#F35D17,1.03071,128.301303,36.262579
closeness,성종,Seongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,성종,Seongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,성종,Seongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,성종,Seongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,성종,Seongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,목종,Mokjong,0,개경,Gaegyeong,#17ADF3,7.5789,126.619833,37.952269
closeness,목종,Mokjong,1,정주,Jeongju,#70C459,3.6209,125.206375,39.68846
closeness,목종,Mokjong,2,나주,Naju,#F31735,2.08429,126.718034,34.987771
closeness,목종,Mokjong,3,충주,Chungju,#7117F3,2.5821,127.898682,36.985383
closeness,목종,Mokjong,4,황주,Hwangju,#69DE82,4.17287,125.77577,38.669308
closeness,목종,Mokjong,5,경주,Gyeongju,#F32817,6.90025,129.220572,35.833987
closeness,목종,Mokjong,6,명주,Myeongju,#DEC069,1.96279,128.896978,37.788721
closeness,목종,Mokjong,7,평주,Pyeongju,#69DCDE,4.44184,126.408036,38.329214
closeness,목종,Mokjong,8,진주,Jinju,#F31764,2.5287,128.081181,35.191929
closeness,목종,Mokjong,9,홍주,Hongju,#7E17F3,0.9814,126.654899,36.621606
closeness,목종,Mokjong,10,합주,Hapju,#F31788,0.9814,128.10602,35.546972
closeness,목종,Mokjong,11,광주,Gwangju,#1732F3,1.98629,127.271336,37.404627
closeness,목종,Mokjong,12,승주,Seungju,#F31746,2.00286,127.400603,35.026826
closeness,목종,Mokjong,13,춘주,Chunju,#DECB69,0.9814,127.754494,37.873067
closeness,목종,Mokjong,14,동주,Dongju,#69DEC2,1.4744,126.16976,38.426495
closeness,목종,Mokjong,15,불명,unknown,#AAACB9,2.48942,0,0
closeness,목종,Mokjong,16,신주,Sinju,#69DEA7,0.9814,125.48408,38.357103
closeness,목종,Mokjong,17,의성,Uiseong,#F33F17,1.479,128.64861,36.292603
closeness,목종,Mokjong,18,해평,Haepyeong,#F37417,0.9814,128.419557,36.239348
closeness,목종,Mokjong,19,청주,Cheongju,#9C17F3,2.02696,127.509353,36.652229
closeness,목종,Mokjong,20,상주,Sangju,#AD17F3,1.00971,128.166729,36.412928
closeness,목종,Mokjong,21,선산,Seonsan,#F35D17,1.0295,128.301303,36.262579
closeness,목종,Mokjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,목종,Mokjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,목종,Mokjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,목종,Mokjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,목종,Mokjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,11.34096,126.619833,37.952269
closeness,현종,Hyeonjong,1,정주,Jeongju,#70C459,3.66511,125.206375,39.68846
closeness,현종,Hyeonjong,2,나주,Naju,#F31735,2.06451,126.718034,34.987771
closeness,현종,Hyeonjong,3,충주,Chungju,#7117F3,2.55474,127.898682,36.985383
closeness,현종,Hyeonjong,4,황주,Hwangju,#69DE82,4.20939,125.77577,38.669308
closeness,현종,Hyeonjong,5,경주,Gyeongju,#F32817,7.95158,129.220572,35.833987
closeness,현종,Hyeonjong,6,명주,Myeongju,#DEC069,1.97091,128.896978,37.788721
closeness,현종,Hyeonjong,7,평주,Pyeongju,#69DCDE,4.45453,126.408036,38.329214
closeness,현종,Hyeonjong,8,진주,Jinju,#F31764,2.52188,128.081181,35.191929
closeness,현종,Hyeonjong,9,홍주,Hongju,#7E17F3,0.98545,126.654899,36.621606
closeness,현종,Hyeonjong,10,합주,Hapju,#F31788,0.98545,128.10602,35.546972
closeness,현종,Hyeonjong,11,광주,Gwangju,#1732F3,1.98924,127.271336,37.404627
closeness,현종,Hyeonjong,12,승주,Seungju,#F31746,2.00214,127.400603,35.026826
closeness,현종,Hyeonjong,13,춘주,Chunju,#DECB69,0.98545,127.754494,37.873067
closeness,현종,Hyeonjong,14,동주,Dongju,#69DEC2,1.47999,126.16976,38.426495
